id,symbol,rebalance_date,s1_roe_trend,s2_revenue_cagr,s3_fcf,s4_pli_tailwind,s7_tam_expansion,s5_promoter_trend,s6_earnings_consist,s8_peg_ratio,s9_dii_accumulation,s10_de_improvement,s11_roce,s12_eps_cagr,s14_macro_cycle,s15_rs_12m,composite_score,forward_6m_return,in_train,in_validate,in_forward_test
365,360ONE,2014-06-01,,,,,50.0,,,,,,,,25.0,,37.5,-0.9,True,False,False
498,3MINDIA,2014-06-01,,,,,,,,,,,,,25.0,59.97,42.48,1.6249,True,False,False
146,AARTIIND,2014-06-01,,,,80.0,80.0,,,,,,,,25.0,97.72,70.68,2.2016,True,False,False
119,ABAN,2014-06-01,,,,,50.0,,,,,,,,25.0,100.0,58.33,-0.7019,True,False,False
359,ABFRL,2014-06-01,,,,,50.0,,,,,,,,25.0,,37.5,0.799,True,False,False
72,ABIRLANUVO,2014-06-01,19.86,24.34,0.0,,,,100.0,,,46.01,35.0,9.97,25.0,,32.52,-0.9,True,False,False
360,ABREL,2014-06-01,,,,,50.0,,,,,,,,25.0,90.15,55.05,0.175,True,False,False
457,ACC,2014-06-01,,,0.0,,50.0,,,,,,45.0,,25.0,57.02,35.4,0.012,True,False,False
379,ADANIENSOL,2014-06-01,,,,,50.0,,,,,,,,25.0,,37.5,-0.9,True,False,False
100,ADANIENT,2014-06-01,,,,,,,,,,,,,25.0,100.0,62.5,-0.2,True,False,False
331,ADANIPORTS,2014-06-01,,,,,80.0,,,,,,,,25.0,74.17,59.72,0.1722,True,False,False
1,ADANIPOWER,2014-06-01,,,,,50.0,,,,,,,,25.0,53.28,42.76,-0.5045,True,False,False
45,ADVANTA,2014-06-01,33.49,33.64,37.03,,50.0,,100.0,,,45.7,37.0,16.26,25.0,,42.01,-0.9,True,False,False
430,AEGISLOG,2014-06-01,,,,,50.0,,,,,,,,25.0,69.4,48.13,4.8461,True,False,False
101,AHLUCONT,2014-06-01,,,,,50.0,,,,,,,,25.0,50.0,41.67,0.0,True,False,False
446,AIAENG,2014-06-01,,,,,50.0,,,,,,,,25.0,100.0,58.33,0.1677,True,False,False
224,AKZOINDIA,2014-06-01,,,,,,,,,,,,,25.0,,25.0,-0.9,True,False,False
182,ALBK,2014-06-01,13.81,38.84,51.36,,,,100.0,,,28.13,22.0,0.0,25.0,,34.89,-0.9,True,False,False
476,ALKEM,2014-06-01,,,,,50.0,,,,,,,,25.0,,37.5,-0.9,True,False,False
207,ALLCARGO,2014-06-01,,,,,50.0,,,,,,,,25.0,88.92,54.64,0.9751,True,False,False
52,ALOKTEXT,2014-06-01,,,,,,,,,,,,,25.0,,25.0,-0.9,True,False,False
299,AMBUJACEM,2014-06-01,,,100.0,,50.0,,,,,,54.0,,25.0,63.88,58.58,-0.091,True,False,False
76,AMTEKAUTO,2014-06-01,31.42,86.1,13.76,,80.0,,100.0,,,26.77,29.0,51.09,25.0,,49.24,-0.9,True,False,False
77,ANANTRAJ,2014-06-01,,,,,50.0,,,,,,,,25.0,56.32,43.77,-0.4459,True,False,False
183,ANDHRABANK,2014-06-01,0.2,40.28,87.3,,,,100.0,,,0.2,23.0,0.0,25.0,,34.5,-0.9,True,False,False
313,ANGELONE,2014-06-01,,,,,50.0,,,,,,,,25.0,,37.5,-0.9,True,False,False
30,ANSALAPI,2014-06-01,2.9,30.3,99.61,,50.0,,100.0,10.94,,50.9,9.0,40.0,25.0,73.46,44.74,-0.3457,True,False,False
383,APLAPOLLO,2014-06-01,,,,,50.0,,,,,,,,25.0,78.05,51.02,1.3386,True,False,False
390,APOLLOHOSP,2014-06-01,,,,,50.0,,,,,,,,25.0,47.82,40.94,0.465,True,False,False
376,APOLLOTYRE,2014-06-01,,,,,50.0,,,,,,,,25.0,100.0,58.33,-0.0822,True,False,False
2,APTECHT,2014-06-01,,,,,50.0,,,,,,,,25.0,94.02,56.34,-0.2766,True,False,False
401,ARE&M,2014-06-01,,,,,80.0,,,,,,,,25.0,81.01,62.0,1.1199,True,False,False
406,ASHOKLEY,2014-06-01,,,,,50.0,,,,,,,,25.0,72.62,49.21,1.8587,True,False,False
479,ASIANPAINT,2014-06-01,,,,,50.0,,,,,,,,25.0,54.85,43.28,0.6881,True,False,False
102,ASTRAZEN,2014-06-01,,,,,50.0,,,,,,,,25.0,68.91,47.97,0.0176,True,False,False
297,ATUL,2014-06-01,,,,,50.0,,,,,,,,25.0,100.0,58.33,1.0133,True,False,False
417,AUROPHARMA,2014-06-01,,,,80.0,80.0,,,,,,,,25.0,100.0,71.25,1.6109,True,False,False
275,AVANTIFEED,2014-06-01,,,,,50.0,,,,,,,,25.0,100.0,58.33,3.2695,True,False,False
362,AXISBANK,2014-06-01,,,,,50.0,,,,,,,,25.0,67.38,47.46,0.2367,True,False,False
509,BAJAJ-AUTO,2014-06-01,,,,,50.0,,,,,,,,25.0,57.48,44.16,0.3007,True,False,False
235,BAJAJCON,2014-06-01,,,,,50.0,,,,,,,,25.0,42.63,39.21,1.0302,True,False,False
255,BAJAJELEC,2014-06-01,,,,,50.0,,,,,,,,25.0,95.8,56.93,-0.2,True,False,False
322,BAJAJFINSV,2014-06-01,,,,,50.0,,,,,,,,25.0,66.3,47.1,1.2716,True,False,False
120,BAJAJHIND,2014-06-01,,,,,50.0,,,,,,,,25.0,68.44,47.81,-0.2635,True,False,False
330,BAJAJHLDNG,2014-06-01,,,,,50.0,,,,,,,,25.0,64.26,46.42,0.5599,True,False,False
506,BAJFINANCE,2014-06-01,,,,,50.0,,,,,,,,25.0,71.25,48.75,1.7193,True,False,False
121,BALLARPUR,2014-06-01,,,,,,,,,,,,,25.0,,25.0,-0.9,True,False,False
225,BALMLAWRIE,2014-06-01,,,,,,,,,,,,,25.0,64.64,44.82,0.3803,True,False,False
386,BALRAMCHIN,2014-06-01,,,,,50.0,,,,,,,,25.0,81.58,52.19,-0.0242,True,False,False
341,BANKBARODA,2014-06-01,,,,,50.0,,,,,,,,25.0,69.53,48.18,0.0502,True,False,False
489,BANKINDIA,2014-06-01,,,,,50.0,,,,,,,,25.0,59.0,44.67,-0.5855,True,False,False
258,BASF,2014-06-01,18.92,48.62,88.0,,50.0,,100.0,81.15,,51.6,79.0,14.85,25.0,71.98,57.19,0.0617,True,False,False
511,BATAINDIA,2014-06-01,,,,,50.0,,,,,,,,25.0,72.1,49.03,-0.1606,True,False,False
482,BBTC,2014-06-01,,,,,50.0,,,,,,,,25.0,60.59,45.2,2.406,True,False,False
419,BEL,2014-06-01,,,,80.0,50.0,,,,,,,,25.0,65.43,55.11,1.256,True,False,False
243,BEML,2014-06-01,,,,,50.0,,,,,,,,25.0,100.0,58.33,0.6857,True,False,False
499,BERGEPAINT,2014-06-01,,,,,50.0,,,,,,,,25.0,52.07,42.36,0.8193,True,False,False
122,BFUTILITIE,2014-06-01,,,100.0,,50.0,,,,,,18.0,,25.0,100.0,58.6,-0.1481,True,False,False
123,BGRENERGY,2014-06-01,,,,,50.0,,,,,,,,25.0,65.25,46.75,-0.3968,True,False,False
140,BHARATFIN,2014-06-01,,,,,,,,,,,,,25.0,,25.0,-0.9,True,False,False
307,BHARATFORG,2014-06-01,,,,,80.0,,,,,,,,25.0,100.0,68.33,0.6333,True,False,False
463,BHARTIARTL,2014-06-01,,,,,,,,,,,,,25.0,59.59,42.3,-0.0941,True,False,False
468,BHEL,2014-06-01,,,,,50.0,,,,,,,,25.0,65.18,46.73,-0.2858,True,False,False
124,BHUSANSTL,2014-06-01,,,,,,,,,,,,,25.0,,25.0,-0.9,True,False,False
388,BIOCON,2014-06-01,,,,,50.0,,,,,,,,25.0,84.37,53.12,0.0669,True,False,False
276,BIRLACORPN,2014-06-01,,,,,50.0,,,,,,,,25.0,75.22,50.07,0.331,True,False,False
226,BLISSGVS,2014-06-01,,,,,50.0,,,,,,,,25.0,71.94,48.98,3.6349,True,False,False
306,BLUEDART,2014-06-01,,,,,50.0,,,,,,,,25.0,76.77,50.59,0.8995,True,False,False
344,BLUESTARCO,2014-06-01,,,,,50.0,,,,,,,,25.0,88.59,54.53,0.2694,True,False,False
209,BOMDYEING,2014-06-01,,,,,50.0,,,,,,,,25.0,54.99,43.33,-0.1088,True,False,False
338,BOSCHLTD,2014-06-01,,,,80.0,80.0,,,,,,,,25.0,68.2,63.3,0.5295,True,False,False
436,BPCL,2014-06-01,,,,,50.0,,,,,,,,25.0,78.52,51.17,0.7658,True,False,False
53,BRFL,2014-06-01,0.0,7.26,0.0,,50.0,,75.0,,,35.99,17.0,0.0,25.0,,23.36,-0.9,True,False,False
54,BRIGADE,2014-06-01,,,,,50.0,,,,,,,,25.0,75.47,50.16,0.6659,True,False,False
316,BRITANNIA,2014-06-01,,,,80.0,80.0,,,,,,,,25.0,64.91,62.48,2.3915,True,False,False
317,CANBK,2014-06-01,,,,,50.0,,,,,,,,25.0,57.5,44.17,-0.3587,True,False,False
336,CANFINHOME,2014-06-01,,,,,50.0,,,,,,,,25.0,100.0,58.33,2.0368,True,False,False
141,CAPF,2014-06-01,11.14,86.75,,,50.0,,100.0,,,11.84,30.0,0.0,25.0,75.86,43.4,0.6699,True,False,False
251,CAPLIPOINT,2014-06-01,,,,,50.0,,,,,,,,25.0,,37.5,,True,False,False
387,CARBORUNIV,2014-06-01,,,,,50.0,,,,,,,,25.0,65.5,46.83,0.1035,True,False,False
210,CARERATING,2014-06-01,,,,,50.0,,,,,,,,25.0,67.79,47.6,0.4679,True,False,False
356,CASTROLIND,2014-06-01,,,,,50.0,,,,,,,,25.0,41.78,38.93,0.5545,True,False,False
486,CCL,2014-06-01,,,,,50.0,,,,,,,,25.0,100.0,58.33,2.5354,True,False,False
399,CEATLTD,2014-06-01,,,,,50.0,,,,,,,,25.0,100.0,58.33,1.486,True,False,False
424,CENTRALBK,2014-06-01,,,,,50.0,,,,,,,,25.0,66.76,47.25,-0.1475,True,False,False
142,CENTURYTEX,2014-06-01,,,,,,,,,,,,,25.0,,25.0,-0.9,True,False,False
290,CERA,2014-06-01,,,,,50.0,,,,,,,,25.0,100.0,58.33,0.4229,True,False,False
96,CESC,2014-06-01,,,,,50.0,,,,,,,,25.0,92.15,55.72,-0.051,True,False,False
180,CGPOWER,2014-06-01,,,,,50.0,,,,,,,,25.0,100.0,58.33,0.0545,True,False,False
311,CHAMBLFERT,2014-06-01,,,,,,,,,,,,,25.0,57.58,41.29,0.422,True,False,False
211,CHENNPETRO,2014-06-01,,,,,50.0,,,,,,,,25.0,46.98,40.66,1.2024,True,False,False
340,CHOLAFIN,2014-06-01,,,,,50.0,,,,,,,,25.0,65.58,46.86,0.8281,True,False,False
377,CHOLAHLDNG,2014-06-01,,,,,50.0,,,,,,,,25.0,94.95,56.65,0.438,True,False,False
277,CIEINDIA,2014-06-01,,,,,80.0,,,,,,,,25.0,100.0,68.33,1.1835,True,False,False
490,CIPLA,2014-06-01,,,,80.0,80.0,,,,,,,,25.0,52.94,59.48,0.6873,True,False,False
15,CMC,2014-06-01,41.5,54.4,100.0,,,,100.0,,,50.0,100.0,53.87,25.0,,65.6,-0.9,True,False,False
309,COALINDIA,2014-06-01,,,,,50.0,,,,,,,,25.0,64.28,46.43,-0.0345,True,False,False
181,COFFEEDAY,2014-06-01,,,,,50.0,,,,,,,,25.0,,37.5,-0.9,True,False,False
408,COFORGE,2014-06-01,,,,,50.0,,,,,,,,25.0,74.39,49.8,0.5931,True,False,False
469,COHANCE,2014-06-01,,,,,50.0,,,,,,,,25.0,,37.5,-0.9,True,False,False
459,COLPAL,2014-06-01,100.0,29.87,100.0,,50.0,,100.0,85.42,,50.29,100.0,64.47,25.0,48.93,68.54,0.4276,True,False,False
449,CONCOR,2014-06-01,,,,,50.0,,,,,,,,25.0,73.19,49.4,0.2434,True,False,False
3,COREEDUTEC,2014-06-01,0.0,8.49,1.76,,,,25.0,,,43.71,34.0,15.96,25.0,18.04,19.11,-0.8087,True,False,False
369,COROMANDEL,2014-06-01,,,,,,,,,,,,,25.0,71.24,48.12,-0.2226,True,False,False
103,CORPBANK,2014-06-01,1.05,50.55,66.67,,,,100.0,,,2.88,23.0,0.0,25.0,,33.64,-0.9,True,False,False
116,COX&KINGS,2014-06-01,56.84,100.0,100.0,,50.0,,100.0,,,64.59,30.0,65.57,25.0,,65.78,-0.9,True,False,False
380,CRISIL,2014-06-01,,,100.0,,50.0,,,,,,100.0,,25.0,63.95,67.79,0.404,True,False,False
40,CROMPGREAV,2014-06-01,,,,,,,,,,,,,25.0,,25.0,-0.9,True,False,False
326,CROMPTON,2014-06-01,,,,,50.0,,,,,,,,25.0,,37.5,-0.9,True,False,False
368,CUB,2014-06-01,,,,,50.0,,,,,,,,25.0,62.47,45.82,0.2664,True,False,False
402,CUMMINSIND,2014-06-01,,,,,50.0,,,,,,,,25.0,74.91,49.97,0.6134,True,False,False
314,CYIENT,2014-06-01,,,,,50.0,,,,,,,,25.0,92.17,55.72,0.6852,True,False,False
333,DABUR,2014-06-01,,,,,50.0,,,,,,,,25.0,58.87,44.62,0.5396,True,False,False
104,DALBHARAT,2014-06-01,,,,,50.0,,,,,,,,25.0,,37.5,-0.9,True,False,False
212,DBCORP,2014-06-01,,,,,50.0,,,,,,,,25.0,64.39,46.46,0.1008,True,False,False
125,DBREALTY,2014-06-01,,,,,50.0,,,,,,,,25.0,54.35,43.12,-0.3484,True,False,False
236,DCBBANK,2014-06-01,,,,,50.0,,,,,,,,25.0,80.99,52.0,0.1703,True,False,False
268,DCMSHRIRAM,2014-06-01,,,,,,,,,,,,,25.0,100.0,62.5,0.1863,True,False,False
18,DCW,2014-06-01,19.62,15.59,0.0,,,,100.0,,,46.84,37.0,10.77,25.0,71.76,36.29,0.5195,True,False,False
170,DEEPAKFERT,2014-06-01,,,,,,,,,,,,,25.0,86.69,55.84,0.0868,True,False,False
261,DELTACORP,2014-06-01,,,,,50.0,,,,,,,,25.0,77.47,50.82,-0.0847,True,False,False
147,DEN,2014-06-01,,,,,50.0,,,,,,,,25.0,49.99,41.66,-0.5221,True,False,False
144,DENABANK,2014-06-01,,,,,,,,,,,,,25.0,,25.0,-0.9,True,False,False
105,DHANUKA,2014-06-01,,,100.0,,,,,,,,100.0,,25.0,100.0,81.25,0.3273,True,False,False
189,DHFL,2014-06-01,,,,,,,,,,,,,25.0,,25.0,-0.9,True,False,False
48,DISHMAN,2014-06-01,17.32,20.68,100.0,,50.0,,100.0,,,51.77,33.0,16.45,25.0,,46.02,-0.9,True,False,False
227,DISHTV,2014-06-01,,,,,50.0,,,,,,,,25.0,39.22,38.07,1.0721,True,False,False
374,DIVISLAB,2014-06-01,,,,80.0,80.0,,,,,,,,25.0,66.42,62.86,0.8649,True,False,False
455,DLF,2014-06-01,,,,,50.0,,,,,,,,25.0,54.24,43.08,-0.4225,True,False,False
148,DREDGECORP,2014-06-01,,,,,80.0,,,,,,,,25.0,100.0,68.33,-0.1941,True,False,False
451,DRREDDY,2014-06-01,,,,80.0,80.0,,,,,,,,25.0,57.53,60.63,0.3465,True,False,False
55,DYNAMATECH,2014-06-01,,,,,50.0,,,,,,,,25.0,77.56,50.85,1.2188,True,False,False
298,ECLERX,2014-06-01,,,,,50.0,,,,,,,,25.0,83.77,52.92,0.7555,True,False,False
256,EDELWEISS,2014-06-01,,,,,50.0,,,,,,,,25.0,86.44,53.81,0.2036,True,False,False
19,EDUCOMP,2014-06-01,,,0.0,,50.0,,0.0,,,,0.0,,25.0,31.3,17.72,-0.5556,True,False,False
494,EICHERMOT,2014-06-01,,,100.0,,50.0,,,,,,84.0,,25.0,93.75,70.55,1.3669,True,False,False
357,EIDPARRY,2014-06-01,,,,,50.0,,,,,,,,25.0,71.35,48.78,-0.0684,True,False,False
373,EIHOTEL,2014-06-01,,,,,50.0,,,,,,,,25.0,76.35,50.45,0.3946,True,False,False
20,ELDERPHARM,2014-06-01,0.0,16.81,100.0,,50.0,,66.67,61.96,,54.46,20.0,4.41,25.0,35.17,39.5,-0.597,True,False,False
318,EMAMILTD,2014-06-01,,,,,50.0,,,,,,,,25.0,46.22,40.41,1.0601,True,False,False
327,ENGINERSIN,2014-06-01,,,,,50.0,,,,,,,,25.0,90.32,55.11,-0.1696,True,False,False
262,EPIGRAL,2014-06-01,,,,,50.0,,,,,,,,25.0,,37.5,-0.9,True,False,False
106,EPL,2014-06-01,,,,,50.0,,,,,,,,25.0,100.0,58.33,0.8505,True,False,False
249,EQUITAS,2014-06-01,13.37,52.86,33.03,,50.0,,75.0,,,37.51,34.0,25.26,25.0,,38.45,-0.9,True,False,False
4,ERAINFRA,2014-06-01,0.0,0.0,0.0,,,,80.0,,,0.0,27.51,0.0,25.0,,16.56,-0.9,True,False,False
149,EROSMEDIA,2014-06-01,,,,,50.0,,,,,,,,25.0,54.4,43.13,0.2824,True,False,False
439,ESCORTS,2014-06-01,,,,,50.0,,,,,,,,25.0,92.54,55.85,0.3567,True,False,False
453,EXIDEIND,2014-06-01,,,,80.0,80.0,,,,,,,,25.0,52.43,59.36,0.0486,True,False,False
78,FDC,2014-06-01,,,,,50.0,,,,,,,,25.0,68.58,47.86,1.1236,True,False,False
435,FEDERALBNK,2014-06-01,,,,,50.0,,,,,,,,25.0,65.72,46.91,0.0312,True,False,False
437,FINCABLES,2014-06-01,,,,,50.0,,,,,,,,25.0,100.0,58.33,0.6027,True,False,False
291,FINPIPE,2014-06-01,,,,,50.0,,,,,,,,25.0,98.09,57.7,0.2119,True,False,False
97,FORTIS,2014-06-01,,,,,50.0,,,,,,,,25.0,59.75,44.92,0.5532,True,False,False
42,FRL,2014-06-01,,,,,,,,,,,,,25.0,,25.0,-0.9,True,False,False
367,FSL,2014-06-01,,,,,50.0,,,,,,,,25.0,100.0,58.33,0.1032,True,False,False
422,GAIL,2014-06-01,,,,,50.0,,,,,,,,25.0,64.73,46.58,-0.0591,True,False,False
31,GAMMONIND,2014-06-01,,,0.0,,50.0,,,,,,,,25.0,,25.0,-0.9,True,False,False
126,GATI,2014-06-01,,,,,,,,,,,,,25.0,,25.0,-0.9,True,False,False
171,GDL,2014-06-01,39.82,37.89,92.44,,50.0,,100.0,,,46.5,44.0,17.65,25.0,,50.37,-0.9,True,False,False
228,GEPIL,2014-06-01,,,,,,,,,,,,,25.0,,25.0,-0.9,True,False,False
320,GESHIP,2014-06-01,,,,,50.0,,,,,,,,25.0,74.07,49.69,0.1086,True,False,False
199,GET&D,2014-06-01,,,,,,,,,,,,,25.0,,25.0,-0.9,True,False,False
237,GILLETTE,2014-06-01,,,,,50.0,,,,,,,,25.0,42.99,39.33,1.3835,True,False,False
433,GLAXO,2014-06-01,,,,,50.0,,,,,,,,25.0,47.07,40.69,0.3627,True,False,False
478,GLENMARK,2014-06-01,,,,,50.0,,,,,,,,25.0,46.32,40.44,0.8327,True,False,False
213,GMDCLTD,2014-06-01,,,,,,,,,,,,,25.0,55.88,40.44,-0.3757,True,False,False
234,GMRAIRPORT,2014-06-01,,,,,80.0,,,,,,,,25.0,82.82,62.61,-0.2,True,False,False
396,GODFRYPHLP,2014-06-01,,,,,50.0,,,,,,,,25.0,52.75,42.58,1.3112,True,False,False
416,GODREJCP,2014-06-01,,,,,50.0,,,,,,,,25.0,45.43,40.14,0.6009,True,False,False
425,GODREJIND,2014-06-01,,,,,,,,,,,,,25.0,51.73,38.36,0.2697,True,False,False
467,GODREJPROP,2014-06-01,,,,,50.0,,,,,,,,25.0,46.47,40.49,0.4053,True,False,False
286,GPPL,2014-06-01,,,,,80.0,,,,,,,,25.0,100.0,68.33,0.3551,True,False,False
349,GRANULES,2014-06-01,,,,,50.0,,,,,,,,25.0,100.0,58.33,3.4049,True,False,False
73,GRASIM,2014-06-01,,,,,50.0,,,,,,,,25.0,57.28,44.09,0.1992,True,False,False
238,GREAVESCOT,2014-06-01,,,,,50.0,,,,,,,,25.0,75.28,50.09,0.5715,True,False,False
150,GREENPLY,2014-06-01,,,,,50.0,,,,,,,,25.0,58.6,44.53,0.7306,True,False,False
79,GRINDWELL,2014-06-01,,,,,50.0,,,,,,,,25.0,81.37,52.12,0.8604,True,False,False
278,GSFC,2014-06-01,,,,,,,,,,,,,25.0,68.7,46.85,0.0563,True,False,False
296,GSPL,2014-06-01,,,100.0,,50.0,,,,,,51.0,,25.0,,56.5,-0.9,True,False,False
5,GTOFFSHORE,2014-06-01,0.0,11.82,100.0,,50.0,,40.0,,,49.69,14.0,0.0,25.0,87.93,37.84,-0.4514,True,False,False
167,GUJFLUORO,2014-06-01,,,,,,,,,,,,,25.0,,25.0,-0.9,True,False,False
292,GUJGASLTD,2014-06-01,,,,,,,,,,,,,25.0,,25.0,-0.9,True,False,False
32,GUJNRECOKE,2014-06-01,0.0,0.0,100.0,,50.0,,60.0,,,43.4,2.0,6.29,25.0,,31.85,-0.9,True,False,False
151,GVKPIL,2014-06-01,,,,,50.0,,,,,,,,25.0,100.0,58.33,-0.2,True,False,False
466,GVT&D,2014-06-01,,,0.0,,50.0,,,,,,29.4,,25.0,98.4,40.56,0.6104,True,False,False
187,HATHWAY,2014-06-01,,,,,50.0,,,,,,,,25.0,56.29,43.76,-0.3268,True,False,False
438,HAVELLS,2014-06-01,,,,80.0,80.0,,,,,,,,25.0,67.53,63.13,0.5288,True,False,False
471,HBLENGINE,2014-06-01,,,,,50.0,,,,,,,,25.0,96.78,57.26,1.3222,True,False,False
153,HCC,2014-06-01,,,,,50.0,,,,,,,,25.0,100.0,58.33,-0.2,True,False,False
152,HCL-INSYS,2014-06-01,,,,,50.0,,,,,,,,25.0,72.93,49.31,-0.0269,True,False,False
512,HCLTECH,2014-06-01,,,,,50.0,,,,,,,,25.0,94.34,56.45,0.3102,True,False,False
257,HDFC,2014-06-01,43.01,32.04,1.89,,50.0,,100.0,,,66.22,36.0,26.03,25.0,,42.24,-0.9,True,False,False
415,HDFCBANK,2014-06-01,,,,,50.0,,,,,,,,25.0,59.95,44.98,0.3429,True,False,False
127,HDIL,2014-06-01,0.0,0.0,100.0,,50.0,,100.0,95.23,,51.29,25.0,0.0,25.0,100.0,49.68,-0.2521,True,False,False
239,HEIDELBERG,2014-06-01,,,,,50.0,,,,,,,,25.0,59.06,44.69,0.3102,True,False,False
428,HEROMOTOCO,2014-06-01,,,,,50.0,,,,,,,,25.0,73.58,49.53,0.1772,True,False,False
429,HFCL,2014-06-01,,,,80.0,50.0,,,,,,,,25.0,100.0,63.75,0.2194,True,False,False
200,HIMATSEIDE,2014-06-01,,,,,50.0,,,,,,,,25.0,96.3,57.1,2.6992,True,False,False
328,HINDALCO,2014-06-01,,,,,,,,,,,,,25.0,74.97,49.98,-0.4593,True,False,False
382,HINDCOPPER,2014-06-01,,,,,50.0,,,,,,,,25.0,56.78,43.93,-0.4324,True,False,False
33,HINDOILEXP,2014-06-01,,,,,50.0,,,,,,,,25.0,66.9,47.3,-0.4191,True,False,False
321,HINDPETRO,2014-06-01,,,,,50.0,,,,,,,,25.0,78.17,51.06,1.1441,True,False,False
487,HINDUNILVR,2014-06-01,,,,,50.0,,,,,,,,25.0,51.72,42.24,0.4416,True,False,False
361,HINDZINC,2014-06-01,,,,,50.0,,,,,,,,25.0,71.48,48.83,-0.0312,True,False,False
80,HMVL,2014-06-01,,,,,50.0,,,,,,,,25.0,60.14,45.05,0.8315,True,False,False
81,HONAUT,2014-06-01,,,,,50.0,,,,,,,,25.0,92.16,55.72,1.0575,True,False,False
34,HOTELEELA,2014-06-01,,,,,,,,,,,,,25.0,,25.0,-0.9,True,False,False
143,HSIL,2014-06-01,,,,,,,,,,,,,25.0,,25.0,-0.9,True,False,False
115,HTMEDIA,2014-06-01,,,,,50.0,,,,,,,,25.0,57.58,44.19,-0.2703,True,False,False
21,HUBTOWN,2014-06-01,,,,,50.0,,,,,,,,25.0,65.34,46.78,-0.3336,True,False,False
229,HUHTAMAKI,2014-06-01,24.91,33.2,94.0,,50.0,,100.0,0.0,,51.45,45.1,19.31,25.0,89.16,48.38,1.0758,True,False,False
259,IBREALEST,2014-06-01,,,,,,,,,,,,,25.0,66.49,45.74,-0.3092,True,False,False
403,ICICIBANK,2014-06-01,,,,,50.0,,,,,,,,25.0,63.93,46.31,-0.018,True,False,False
155,ICIL,2014-06-01,,,,,50.0,,,,,,,,25.0,100.0,58.33,12.5892,True,False,False
107,ICRA,2014-06-01,,,,,50.0,,,,,,,,25.0,100.0,58.33,0.8513,True,False,False
337,IDBI,2014-06-01,,,,,50.0,,,,,,,,25.0,66.25,47.08,-0.0379,True,False,False
272,IDEA,2014-06-01,,,,,,,,,,,,,25.0,53.89,39.45,0.0221,True,False,False
273,IDFC,2014-06-01,22.95,15.54,14.54,,50.0,,100.0,,,54.04,33.0,0.0,25.0,,35.01,-0.9,True,False,False
400,IDFCFIRSTB,2014-06-01,,,,,50.0,,,,,,,,25.0,,37.5,-0.9,True,False,False
201,IFCI,2014-06-01,,,,,50.0,,,,,,,,25.0,76.41,50.47,-0.1978,True,False,False
108,IGARASHI,2014-06-01,,,0.0,,80.0,,,,,,2.4,,25.0,100.0,41.48,2.4833,True,False,False
423,IGL,2014-06-01,,,,,50.0,,,,,,,,25.0,60.93,45.31,0.4894,True,False,False
75,IIFL,2014-06-01,,,,,50.0,,,,,,,,25.0,95.27,56.76,0.945,True,False,False
22,IL&FSENGG,2014-06-01,,,,,50.0,,,,,,,,25.0,93.91,56.3,-0.0641,True,False,False
154,IL&FSTRANS,2014-06-01,12.47,35.24,0.0,,50.0,,100.0,,,41.03,36.0,3.38,25.0,62.8,36.59,-0.5171,True,False,False
23,IMFA,2014-06-01,,,,,,,,,,,,,25.0,98.18,61.59,-0.6422,True,False,False
507,INDHOTEL,2014-06-01,,,,,50.0,,,,,,,,25.0,89.07,54.69,0.0375,True,False,False
475,INDIACEM,2014-06-01,,,,,50.0,,,,,,,,25.0,79.89,51.63,-0.1359,True,False,False
6,INDIAGLYCO,2014-06-01,,,,,50.0,,,,,,,,25.0,43.57,39.52,-0.0076,True,False,False
354,INDIANB,2014-06-01,,,,,50.0,,,,,,,,25.0,66.29,47.1,-0.2255,True,False,False
305,INDIGO,2014-06-01,,,,,50.0,,,,,,,,25.0,,37.5,-0.9,True,False,False
172,INDOCO,2014-06-01,,,,,50.0,,,,,,,,25.0,100.0,58.33,1.0628,True,False,False
7,INDRAMEDCO,2014-06-01,,,,,50.0,,,,,,,,25.0,59.57,44.86,0.8384,True,False,False
443,INDUSINDBK,2014-06-01,,,,,50.0,,,,,,,,25.0,54.51,43.17,0.7249,True,False,False
398,INDUSTOWER,2014-06-01,,,,,,,,,,,,,25.0,71.52,48.26,0.7373,True,False,False
208,INFIBEAM,2014-06-01,,,,,,,,,,,,,25.0,,25.0,-0.9,True,False,False
8,INFINITE,2014-06-01,,,100.0,,,,,,,,51.0,,25.0,71.46,61.86,0.7717,True,False,False
301,INFY,2014-06-01,,,,,50.0,,,,,,,,25.0,60.71,45.24,0.4887,True,False,False
56,INGERRAND,2014-06-01,,,,,50.0,,,,,,,,25.0,78.19,51.06,0.3653,True,False,False
250,INOXLEISUR,2014-06-01,0.0,100.0,100.0,,50.0,,50.0,,,53.91,2.25,0.0,25.0,,42.35,-0.9,True,False,False
202,INTELLECT,2014-06-01,,,,,50.0,,,,,,,,25.0,,37.5,-0.9,True,False,False
363,IOB,2014-06-01,,,,,50.0,,,,,,63.0,,25.0,74.78,53.2,-0.2,True,False,False
448,IOC,2014-06-01,,,,,50.0,,,,,,,,25.0,65.82,46.94,0.2443,True,False,False
57,IPAPPM,2014-06-01,,,,,,,,,,,,,25.0,,25.0,-0.9,True,False,False
420,IPCALAB,2014-06-01,,,,,50.0,,,,,,,,25.0,65.5,46.83,0.0002,True,False,False
339,IRB,2014-06-01,,,,,50.0,,,,,,,,25.0,89.94,54.98,0.2699,True,False,False
