id,symbol,rebalance_date,s1_roe_trend,s2_revenue_cagr,s3_fcf,s4_pli_tailwind,s7_tam_expansion,s5_promoter_trend,s6_earnings_consist,s8_peg_ratio,s9_dii_accumulation,s10_de_improvement,s11_roce,s12_eps_cagr,s14_macro_cycle,s15_rs_12m,composite_score,forward_6m_return,in_train,in_validate,in_forward_test
3710,RAYMOND,2017-12-01,0.0,0.37,94.74,,50.0,,100.0,,,48.83,26.0,0.0,75.0,94.6,48.95,-0.264,True,False,False
4028,RBLBANK,2017-12-01,,,100.0,,50.0,,,,,,30.9,,75.0,74.14,66.01,0.053,True,False,False
3800,RCF,2017-12-01,3.34,0.0,100.0,,,,100.0,0.0,,52.63,30.0,0.0,75.0,95.82,45.68,-0.0434,True,False,False
3637,RCOM,2017-12-01,0.0,0.0,52.06,,,,66.67,,,36.65,8.0,0.0,75.0,17.27,28.41,0.6802,True,False,False
3890,RECLTD,2017-12-01,34.71,,63.09,,50.0,,100.0,87.08,,,59.7,13.03,75.0,60.12,60.3,0.2144,True,False,False
3966,REDINGTON,2017-12-01,27.42,28.28,100.0,,50.0,,100.0,63.02,,56.1,49.0,14.2,75.0,100.0,60.27,-0.3037,True,False,False
3764,RELAXO,2017-12-01,,,,,50.0,,,,,,,,75.0,71.97,65.66,-0.2283,True,False,False
3953,RELIANCE,2017-12-01,24.34,0.0,0.0,,50.0,,100.0,0.0,,48.91,29.0,18.54,75.0,91.94,39.79,-0.276,True,False,False
3593,RELIGARE,2017-12-01,0.0,0.0,100.0,,50.0,,66.67,,,25.25,30.0,,75.0,10.89,39.76,2.1355,True,False,False
3663,RELINFRA,2017-12-01,9.53,49.7,93.9,,50.0,,100.0,94.24,,46.99,27.0,0.0,75.0,47.39,53.98,0.0793,True,False,False
3678,RENUKA,2017-12-01,,16.71,100.0,,50.0,,0.0,,,,0.0,,75.0,62.94,43.52,-0.2648,True,False,False
3668,REPCOHOME,2017-12-01,33.84,,5.86,,50.0,,100.0,50.97,,,47.6,33.25,75.0,52.13,49.85,0.2804,True,False,False
3976,RHIM,2017-12-01,,,,,50.0,,,,,,,,75.0,69.59,64.86,-0.1805,True,False,False
3636,RKFORGE,2017-12-01,0.0,21.04,63.48,,80.0,,100.0,,,45.04,28.0,0.0,75.0,100.0,51.26,-0.3855,True,False,False
3623,RNAVAL,2017-12-01,,,,,,,,,,,,,75.0,36.13,55.56,0.4575,True,False,False
3664,RPOWER,2017-12-01,10.08,45.44,79.14,,50.0,,100.0,74.04,,51.38,20.0,5.42,75.0,46.29,50.62,0.0921,True,False,False
3592,RTNPOWER,2017-12-01,0.0,98.37,100.0,,50.0,,0.0,,,25.65,6.0,,75.0,54.97,45.55,-0.1446,True,False,False
3638,RUPA,2017-12-01,28.08,11.97,91.39,,50.0,,100.0,0.0,,59.1,72.0,4.48,75.0,89.0,52.82,-0.1666,True,False,False
3677,SADBHAV,2017-12-01,0.0,28.46,60.46,,50.0,,0.0,,,0.0,23.0,,75.0,68.99,33.99,-0.1689,True,False,False
3910,SAIL,2017-12-01,0.0,0.0,0.0,80.0,50.0,,33.33,,,42.34,0.0,,75.0,77.32,35.8,-0.2748,True,False,False
4019,SAMMAANCAP,2017-12-01,40.32,,0.0,,50.0,,100.0,66.27,,,74.6,19.85,75.0,78.3,56.04,-0.0143,True,False,False
3783,SANOFI,2017-12-01,,,,,50.0,,,,,,,,75.0,51.38,58.79,-0.0633,True,False,False
3968,SBIN,2017-12-01,0.0,,100.0,,50.0,,66.67,,,,27.3,0.0,75.0,61.72,47.59,-0.0809,True,False,False
3927,SCHAEFFLER,2017-12-01,,,,,80.0,,,,,,,,75.0,64.36,73.12,-0.135,True,False,False
3559,SCHNEIDER,2017-12-01,,,,,50.0,,,,,,,,75.0,44.35,56.45,0.0541,True,False,False
3639,SCI,2017-12-01,10.79,0.0,90.41,,50.0,,100.0,,,57.81,11.4,0.0,75.0,76.68,47.21,-0.1454,True,False,False
3594,SFL,2017-12-01,69.88,22.37,86.3,,50.0,,100.0,,,59.37,96.0,0.0,75.0,87.21,64.61,-0.2474,True,False,False
3715,SGPC,2017-12-01,,,,,,,,,,,,,75.0,,75.0,-0.9,True,False,False
3560,SHARDACROP,2017-12-01,42.19,29.66,50.65,,,,100.0,0.0,,51.16,95.0,36.68,75.0,56.95,53.73,0.0339,True,False,False
3561,SHILPAMED,2017-12-01,20.51,25.28,0.0,,50.0,,100.0,,,52.03,48.0,27.72,75.0,49.13,44.77,-0.0002,True,False,False
3665,SHK,2017-12-01,22.61,16.91,100.0,,50.0,,100.0,56.52,,58.26,50.0,25.11,75.0,44.39,54.44,0.1089,True,False,False
3711,SHOPERSTOP,2017-12-01,0.0,0.0,0.0,,50.0,,33.33,,,41.44,22.0,0.0,75.0,91.2,31.3,-0.4347,True,False,False
3829,SHREECEM,2017-12-01,44.11,34.36,100.0,,50.0,,100.0,89.98,,50.12,43.5,100.0,75.0,57.8,67.72,0.0259,True,False,False
3735,SHRIRAMCIT,2017-12-01,14.26,,0.0,,50.0,,100.0,,,,36.9,0.0,75.0,,39.45,-0.9,True,False,False
3951,SHRIRAMFIN,2017-12-01,22.76,,10.28,,50.0,,100.0,0.0,,,33.9,16.36,75.0,74.38,42.52,-0.234,True,False,False
3714,SHTV,2017-12-01,,,,,,,,,,,,,75.0,,75.0,-0.9,True,False,False
3947,SIEMENS,2017-12-01,49.18,2.39,100.0,,50.0,,100.0,,,50.1,50.0,35.27,75.0,52.95,56.49,0.1649,True,False,False
3980,SJVN,2017-12-01,22.26,0.0,100.0,,50.0,,100.0,70.29,,50.99,45.0,0.0,75.0,55.84,51.76,-0.0556,True,False,False
3793,SKFINDIA,2017-12-01,,,,,50.0,,,,,,,,75.0,68.65,64.55,-0.0735,True,False,False
3595,SMLISUZU,2017-12-01,,,,,,,,,,,,,75.0,,75.0,-0.9,True,False,False
3562,SNOWMAN,2017-12-01,,,,,50.0,,,,,,,,75.0,54.5,59.83,-0.0165,True,False,False
3997,SOBHA,2017-12-01,6.45,0.0,69.58,,50.0,8.4,100.0,42.63,,50.12,31.0,0.0,75.0,100.0,44.43,-0.3687,True,False,False
3809,SOLARINDS,2017-12-01,43.97,22.55,35.79,,,,100.0,0.0,,48.76,64.0,18.72,75.0,86.96,49.57,-0.2841,True,False,False
3563,SOMANYCERA,2017-12-01,44.83,13.08,56.71,,50.0,,100.0,73.16,,45.84,65.0,58.91,75.0,87.25,60.89,-0.111,True,False,False
3830,SONATSOFTW,2017-12-01,52.13,37.46,100.0,,50.0,,100.0,,,49.25,100.0,12.09,75.0,81.89,65.78,-0.3906,True,False,False
3698,SOUTHBANK,2017-12-01,,,,,50.0,,,,,,,,75.0,84.3,69.77,-0.1144,True,False,False
3784,SPARC,2017-12-01,,,,,50.0,,,,,,,,75.0,68.2,64.4,-0.3142,True,False,False
3640,SREINFRA,2017-12-01,8.96,,0.69,,50.0,,100.0,,,,10.0,31.1,75.0,,39.39,-0.9,True,False,False
3859,SRF,2017-12-01,35.94,6.12,80.2,,,,100.0,56.05,,56.15,39.0,45.6,75.0,58.28,55.23,-0.1143,True,False,False
3544,STAR,2017-12-01,0.0,100.0,0.0,,50.0,,100.0,96.02,,38.65,76.0,0.0,75.0,37.51,52.11,0.1717,True,False,False
3729,STARCEMENT,2017-12-01,36.64,6.74,100.0,,50.0,,100.0,,,55.13,38.0,0.0,75.0,,51.28,0.1038,True,False,False
3770,STLTECH,2017-12-01,80.68,0.0,100.0,,,,66.67,61.45,,100.0,33.0,45.12,75.0,100.0,66.19,-0.43,True,False,False
3746,SUDARSCHEM,2017-12-01,58.18,6.29,87.34,,,,100.0,75.6,,60.2,57.0,54.72,75.0,58.59,63.29,0.0183,True,False,False
3785,SUNDRMFAST,2017-12-01,61.64,4.6,47.06,,80.0,,100.0,93.39,,58.54,66.0,90.45,75.0,83.52,69.11,-0.2078,True,False,False
3891,SUNPHARMA,2017-12-01,40.06,14.74,100.0,80.0,80.0,,100.0,79.74,,51.65,61.0,22.62,75.0,36.69,61.79,-0.0416,True,False,False
3771,SUNTECK,2017-12-01,25.87,100.0,93.02,,50.0,,100.0,99.28,,54.05,21.0,100.0,75.0,100.0,74.38,-0.451,True,False,False
3956,SUNTV,2017-12-01,54.25,10.22,92.12,,50.0,,100.0,0.0,,50.0,100.0,22.18,75.0,94.37,58.92,-0.0653,True,False,False
3565,SUPPETRO,2017-12-01,,,,,,,,,,,,,75.0,,75.0,-0.9,True,False,False
3564,SUPRAJIT,2017-12-01,42.28,82.02,100.0,,80.0,,100.0,77.46,,51.67,70.0,65.65,75.0,79.11,74.84,-0.0093,True,False,False
3920,SUPREMEIND,2017-12-01,49.52,4.83,100.0,,50.0,,100.0,56.42,,53.2,100.0,23.31,75.0,65.45,61.61,-0.0095,True,False,False
3652,SUVEN,2017-12-01,16.88,4.18,100.0,,50.0,,100.0,97.1,,51.76,44.3,0.0,75.0,59.35,54.42,-0.0116,True,False,False
3938,SUZLON,2017-12-01,,0.0,100.0,,50.0,,66.67,86.42,,,16.0,70.21,75.0,46.62,56.77,0.413,True,False,False
3870,SWANCORP,2017-12-01,0.0,11.46,71.0,,,,100.0,,,44.69,8.0,0.0,75.0,60.77,41.21,-0.3162,True,False,False
3712,SWANENERGY,2017-12-01,,,,,,,,,,,,,75.0,,75.0,-0.9,True,False,False
3747,SYMPHONY,2017-12-01,69.31,41.27,100.0,,50.0,,100.0,27.33,,49.18,100.0,29.71,75.0,66.58,64.4,-0.1749,True,False,False
3649,SYNDIBANK,2017-12-01,0.0,14.6,18.25,,,,100.0,,,90.25,18.0,0.0,75.0,,39.51,-0.9,True,False,False
3991,SYNGENE,2017-12-01,,,,,50.0,,,,,,,,75.0,45.58,56.86,-0.117,True,False,False
3679,TAKE,2017-12-01,35.59,71.47,29.52,,50.0,,100.0,41.37,,52.77,46.0,55.72,75.0,62.99,56.4,-0.2108,True,False,False
3650,TATACHEM,2017-12-01,32.14,0.0,100.0,80.0,50.0,,100.0,91.15,,62.3,32.0,43.56,75.0,77.75,61.99,-0.1409,True,False,False
3642,TATACOFFEE,2017-12-01,49.72,0.0,100.0,,50.0,,100.0,,,57.88,44.0,34.32,75.0,,56.77,-0.9,True,False,False
3572,TATACOMM,2017-12-01,100.0,0.0,100.0,,,,100.0,99.97,,100.0,38.0,100.0,75.0,51.8,76.48,0.0518,True,False,False
4002,TATACONSUM,2017-12-01,12.35,0.0,100.0,80.0,80.0,,66.67,78.8,,52.31,22.0,36.08,75.0,100.0,58.6,-0.478,True,False,False
3897,TATAELXSI,2017-12-01,83.4,32.7,100.0,,50.0,,100.0,62.77,,56.05,100.0,65.16,75.0,71.38,72.41,-0.2613,True,False,False
3713,TATAINVEST,2017-12-01,15.67,17.17,95.06,,50.0,,100.0,0.0,,50.0,30.0,5.89,75.0,78.56,47.03,-0.263,True,False,False
3899,TATAPOWER,2017-12-01,22.45,0.0,93.96,,50.0,,100.0,65.93,,32.84,23.0,100.0,75.0,62.99,56.92,-0.1208,True,False,False
3624,TATASPONGE,2017-12-01,,,,,,,,,,,,,75.0,,75.0,-0.9,True,False,False
3856,TATASTEEL,2017-12-01,0.0,0.0,91.28,80.0,50.0,,0.0,,,57.58,8.0,,75.0,84.6,44.65,-0.2826,True,False,False
3825,TCS,2017-12-01,51.53,23.28,100.0,,50.0,,100.0,13.51,,50.07,100.0,22.1,75.0,59.24,58.61,-0.0451,True,False,False
3810,TECHM,2017-12-01,31.14,27.0,100.0,,50.0,,100.0,,,49.48,82.0,4.14,75.0,50.95,56.97,-0.1785,True,False,False
3573,TECHNO,2017-12-01,39.91,48.31,100.0,,,,100.0,,,56.89,43.0,45.2,75.0,,63.54,-0.9,True,False,False
3625,TEXRAIL,2017-12-01,6.61,40.29,2.59,,50.0,,100.0,0.0,,50.24,11.1,48.31,75.0,57.95,40.19,-0.2474,True,False,False
3872,THERMAX,2017-12-01,21.28,0.0,100.0,,50.0,,100.0,,,55.34,50.0,4.7,75.0,66.84,52.32,-0.1099,True,False,False
3630,THOMASCOOK,2017-12-01,17.71,87.56,100.0,,50.0,,50.0,,,52.57,28.5,,75.0,63.44,58.31,-0.1277,True,False,False
3748,THYROCARE,2017-12-01,16.4,57.78,100.0,,50.0,,100.0,,,50.0,67.9,0.0,75.0,49.52,56.66,0.0932,True,False,False
3680,TIMETECHNO,2017-12-01,23.92,12.21,43.89,,50.0,,100.0,,,54.62,41.0,17.38,75.0,100.0,51.8,-0.2525,True,False,False
4003,TIMKEN,2017-12-01,,,,,50.0,,,,,,,,75.0,77.76,67.59,-0.2123,True,False,False
3916,TITAN,2017-12-01,21.46,11.01,100.0,,50.0,,100.0,0.0,,41.76,85.0,0.0,75.0,100.0,53.11,-0.4183,True,False,False
3831,TMPV,2017-12-01,11.22,2.47,100.0,,50.0,,100.0,,,49.09,45.0,0.0,75.0,44.5,47.73,0.1949,True,False,False
3641,TNPL,2017-12-01,,,,,,,,,,,,,75.0,54.1,64.55,-0.0993,True,False,False
3821,TORNTPHARM,2017-12-01,50.11,24.01,84.87,,50.0,,100.0,,,60.46,94.0,17.26,75.0,46.43,60.21,-0.0577,True,False,False
3854,TORNTPOWER,2017-12-01,18.55,0.0,44.83,,50.0,,100.0,,,53.1,36.0,12.4,75.0,78.89,46.88,-0.3156,True,False,False
3851,TRENT,2017-12-01,5.06,0.0,85.71,,50.0,,100.0,0.0,,48.69,20.0,0.0,75.0,92.11,43.32,-0.2582,True,False,False
4022,TRIDENT,2017-12-01,28.41,22.5,100.0,,50.0,,100.0,86.09,,64.77,30.0,100.0,75.0,80.19,67.0,-0.0953,True,False,False
3765,TTKPRESTIG,2017-12-01,30.17,41.94,68.96,,50.0,,100.0,29.46,,75.28,61.0,45.29,75.0,61.78,58.08,0.0158,True,False,False
3774,TV18BRDCST,2017-12-01,0.0,0.0,0.0,,50.0,,60.0,,,51.27,13.0,0.0,75.0,,27.7,-0.9,True,False,False
3861,TVSMOTOR,2017-12-01,43.94,20.47,49.73,,50.0,,100.0,0.42,,55.06,65.0,37.18,75.0,99.16,54.18,-0.2655,True,False,False
3626,TVSSRICHAK,2017-12-01,54.92,0.0,36.7,,50.0,,100.0,,,58.13,100.0,32.59,75.0,49.72,55.71,0.1984,True,False,False
3699,TVTODAY,2017-12-01,30.65,33.83,100.0,,50.0,,100.0,91.95,,49.11,87.0,18.52,75.0,60.95,63.36,-0.3188,True,False,False
3876,UBL,2017-12-01,16.82,0.87,100.0,,50.0,,100.0,,,53.95,48.0,0.0,75.0,61.39,50.6,-0.2403,True,False,False
3737,UCOBANK,2017-12-01,,,,,50.0,,,,,,,,75.0,46.38,57.13,0.1069,True,False,False
3756,UFLEX,2017-12-01,20.46,6.03,80.89,,50.0,,100.0,75.47,,53.16,29.0,25.44,75.0,84.82,54.57,-0.2159,True,False,False
3730,UJJIVAN,2017-12-01,,,0.0,,50.0,,,,,,35.7,,75.0,,40.17,-0.9,True,False,False
3814,ULTRACEMCO,2017-12-01,22.49,8.69,100.0,,50.0,,100.0,0.0,,53.38,39.0,20.59,75.0,58.74,47.99,0.0008,True,False,False
3627,UNICHEMLAB,2017-12-01,23.36,0.0,0.0,,50.0,,100.0,0.0,,48.66,33.0,29.95,75.0,55.45,37.77,-0.1583,True,False,False
3881,UNIONBANK,2017-12-01,0.0,,0.0,,50.0,,100.0,,,,17.1,0.0,75.0,53.49,36.95,-0.0019,True,False,False
3864,UNITDSPR,2017-12-01,100.0,0.0,100.0,,50.0,,66.67,,,100.0,27.0,0.0,75.0,84.47,60.31,-0.2795,True,False,False
3596,UNITECH,2017-12-01,0.0,0.0,45.84,,50.0,,0.0,,,52.3,1.0,,75.0,60.5,31.63,-0.157,True,False,False
3566,UNITEDBNK,2017-12-01,,,,,,,,,,,,,75.0,,75.0,-0.9,True,False,False
4033,UNOMINDA,2017-12-01,39.02,46.34,100.0,,80.0,,100.0,77.78,,53.42,52.0,83.36,75.0,100.0,73.36,-0.4989,True,False,False
3933,UPL,2017-12-01,46.95,32.3,100.0,,,50.0,100.0,80.32,,43.58,62.0,19.41,75.0,56.54,60.55,0.1922,True,False,False
3738,VAKRANGEE,2017-12-01,50.0,39.9,100.0,,50.0,,100.0,57.6,,55.49,100.0,37.87,75.0,100.0,69.62,-0.4567,True,False,False
4036,VBL,2017-12-01,77.73,33.94,100.0,,50.0,,75.0,95.57,,100.0,40.0,24.93,75.0,58.12,66.39,-0.0074,True,False,False
3667,VEDL,2017-12-01,51.04,0.0,96.9,,,,33.33,,,55.18,6.0,,75.0,67.57,48.13,-0.1934,True,False,False
3567,VESUVIUS,2017-12-01,,,,,50.0,,,,,,,,75.0,54.9,59.97,0.0354,True,False,False
3801,VGUARD,2017-12-01,,,100.0,80.0,80.0,,,,,,68.1,,75.0,94.01,82.85,-0.1914,True,False,False
3604,VIJAYABANK,2017-12-01,,,,,,,,,,,,,75.0,,75.0,-0.9,True,False,False
3766,VINATIORGA,2017-12-01,,,,,50.0,,,,,,,,75.0,81.68,68.89,-0.0743,True,False,False
3786,VIPIND,2017-12-01,47.99,21.91,100.0,,50.0,,100.0,44.59,,52.03,82.0,52.76,75.0,100.0,66.03,-0.4568,True,False,False
3948,VOLTAS,2017-12-01,26.64,15.78,100.0,,50.0,,100.0,62.97,,50.13,63.0,24.02,75.0,100.0,60.69,-0.1798,True,False,False
3700,VRLLOG,2017-12-01,,,,,50.0,,,,,,,,75.0,74.29,66.43,-0.1899,True,False,False
3853,VTL,2017-12-01,54.82,0.0,100.0,,50.0,,100.0,95.52,,55.16,40.0,97.31,75.0,58.95,66.07,-0.0004,True,False,False
3666,WABAG,2017-12-01,20.06,29.56,19.57,,50.0,,100.0,0.0,,47.68,55.0,0.0,75.0,59.46,41.48,0.107,True,False,False
4025,WELCORP,2017-12-01,0.0,0.0,100.0,,50.0,,100.0,,,58.47,21.0,0.0,75.0,78.07,48.25,-0.3165,True,False,False
3877,WELSPUNLIV,2017-12-01,14.93,24.59,89.89,,50.0,,100.0,,,65.49,72.0,0.0,75.0,48.9,54.08,0.2172,True,False,False
3887,WHIRLPOOL,2017-12-01,,,,,50.0,,,,,,,,75.0,80.69,68.56,-0.2318,True,False,False
3989,WIPRO,2017-12-01,25.58,17.35,100.0,,50.0,,100.0,,,48.74,69.0,0.0,75.0,62.07,54.77,-0.065,True,False,False
3749,WOCKPHARMA,2017-12-01,0.0,0.0,0.0,,50.0,,66.67,,,38.57,16.0,0.0,75.0,49.89,29.61,-0.1107,True,False,False
3653,YESBANK,2017-12-01,29.84,,100.0,,50.0,,100.0,52.51,,,50.7,35.56,75.0,66.61,62.25,-0.0584,True,False,False
3849,ZEEL,2017-12-01,63.22,29.55,100.0,,50.0,,100.0,93.68,,54.86,77.0,76.1,75.0,61.15,70.96,-0.0673,True,False,False
3597,ZEELEARN,2017-12-01,29.35,37.17,100.0,,50.0,,100.0,81.04,,64.47,19.0,100.0,75.0,52.34,64.4,-0.016,True,False,False
3568,ZENSARTECH,2017-12-01,27.97,14.53,100.0,,50.0,,100.0,,,51.22,85.0,0.0,75.0,43.14,54.69,0.0102,True,False,False
3806,ZFCVINDIA,2017-12-01,,,,,80.0,,,,,,,,75.0,71.35,75.45,-0.1943,True,False,False
3884,ZYDUSLIFE,2017-12-01,43.84,8.21,11.99,,50.0,,100.0,,,47.51,67.0,20.55,75.0,53.61,47.77,0.106,True,False,False
4362,360ONE,2018-06-01,,,0.0,,50.0,,,,,,12.9,,75.0,,34.48,,True,False,False
4495,3MINDIA,2018-06-01,,,100.0,,,,,,,,92.7,,75.0,70.49,84.55,0.1474,True,False,False
4082,AARTIIND,2018-06-01,47.89,19.22,0.0,80.0,80.0,,100.0,0.0,,46.32,55.0,31.19,75.0,70.51,50.43,0.3979,True,False,False
4049,ABAN,2018-06-01,0.0,0.0,83.17,,50.0,,25.0,,,0.0,0.0,,75.0,37.47,30.07,-0.8093,True,False,False
4536,ABCAPITAL,2018-06-01,9.6,,0.0,,50.0,,100.0,,,,37.9,0.0,75.0,,38.93,-0.258,True,False,False
4356,ABFRL,2018-06-01,,,,,50.0,,,,,,,,75.0,42.22,55.74,0.5577,True,False,False
4357,ABREL,2018-06-01,36.38,0.0,100.0,,50.0,,100.0,93.29,,64.13,16.95,100.0,75.0,43.13,61.72,-0.4767,True,False,False
4454,ACC,2018-06-01,34.32,16.27,91.99,,50.0,,100.0,86.48,,50.0,43.0,55.91,75.0,40.7,58.52,0.1652,True,False,False
4376,ADANIENSOL,2018-06-01,62.09,100.0,100.0,,50.0,,75.0,94.65,,79.83,42.0,100.0,75.0,53.13,75.61,1.4604,True,False,False
4328,ADANIPORTS,2018-06-01,33.46,45.1,100.0,,80.0,,100.0,,,61.68,44.0,24.96,75.0,55.68,61.99,-0.02,True,False,False
4221,ADVENZYMES,2018-06-01,29.48,41.53,100.0,,50.0,,100.0,,,54.87,92.0,30.91,75.0,30.12,60.39,-0.2314,True,False,False
4427,AEGISLOG,2018-06-01,25.43,13.92,6.38,,50.0,,100.0,69.89,,52.42,62.0,36.1,75.0,62.66,50.35,-0.2715,True,False,False
4443,AIAENG,2018-06-01,24.11,7.73,100.0,,50.0,,100.0,,,50.77,70.0,1.42,75.0,54.56,53.36,0.0578,True,False,False
4514,AJANTPHARM,2018-06-01,35.76,25.97,81.21,,50.0,,100.0,,,51.34,100.0,22.19,75.0,29.28,57.08,0.0757,True,False,False
4185,AKZOINDIA,2018-06-01,,,,,,,,,,,,,75.0,,75.0,,True,False,False
4126,ALBK,2018-06-01,0.0,0.0,9.17,,,,40.0,,,0.0,13.0,0.0,75.0,,17.15,,True,False,False
4473,ALKEM,2018-06-01,33.5,40.66,2.9,,50.0,,100.0,,,49.46,61.0,25.85,75.0,50.02,48.84,0.0656,True,False,False
4163,ALLCARGO,2018-06-01,16.36,4.86,100.0,,50.0,,100.0,,,51.08,39.0,0.0,75.0,34.12,47.04,-0.177,True,False,False
4296,AMBUJACEM,2018-06-01,29.75,80.52,85.25,,50.0,,100.0,78.01,,49.99,35.0,42.26,75.0,42.97,60.8,0.0383,True,False,False
4127,ANDHRABANK,2018-06-01,0.0,6.63,21.04,,,,80.0,,,0.0,16.0,0.0,75.0,,24.83,,True,False,False
4310,ANGELONE,2018-06-01,44.79,39.22,0.0,,50.0,,100.0,,,22.04,41.0,0.0,75.0,,41.34,,True,False,False
4380,APLAPOLLO,2018-06-01,47.44,39.93,2.64,,50.0,,100.0,0.0,,54.47,69.0,52.17,75.0,63.02,50.33,-0.0938,True,False,False
4285,APLLTD,2018-06-01,31.66,30.1,18.22,,50.0,,100.0,0.0,,45.05,100.0,20.1,75.0,39.74,46.35,0.3484,True,False,False
4387,APOLLOHOSP,2018-06-01,0.0,34.27,0.0,,50.0,,100.0,,,45.93,24.0,0.0,75.0,37.19,36.64,0.5407,True,False,False
4373,APOLLOTYRE,2018-06-01,5.46,10.04,41.91,,50.0,,100.0,,,45.15,48.0,0.0,75.0,55.45,43.1,-0.3492,True,False,False
4398,ARE&M,2018-06-01,,,,,80.0,,,,,,,,75.0,45.03,66.68,-0.0109,True,False,False
4045,ARVIND,2018-06-01,12.74,0.0,42.17,,50.0,,100.0,,,61.3,32.0,0.0,75.0,51.12,42.43,-0.6943,True,False,False
4050,ASAHIINDIA,2018-06-01,39.68,15.7,81.12,,80.0,,100.0,0.0,,98.98,53.0,92.39,75.0,63.98,63.62,-0.4014,True,False,False
4202,ASHOKA,2018-06-01,0.0,31.57,93.28,,50.0,,0.0,,,0.0,41.0,,75.0,64.12,39.44,-0.4043,True,False,False
4403,ASHOKLEY,2018-06-01,87.46,47.13,100.0,,50.0,,75.0,0.0,,49.44,49.0,100.0,75.0,84.04,65.19,-0.4406,True,False,False
4476,ASIANPAINT,2018-06-01,44.3,14.62,96.4,,50.0,,100.0,0.0,,49.72,100.0,20.25,75.0,56.21,55.14,0.3637,True,False,False
4515,ASTRAL,2018-06-01,40.08,27.42,100.0,,50.0,,100.0,0.0,,51.85,63.0,47.33,75.0,80.65,57.76,0.3823,True,False,False
4294,ATUL,2018-06-01,13.35,20.09,100.0,,50.0,,100.0,,,53.77,68.0,7.1,75.0,53.86,54.12,0.4843,True,False,False
4534,AUBANK,2018-06-01,93.84,,61.56,,50.0,,100.0,,,,81.0,7.16,75.0,,66.94,0.1971,True,False,False
4414,AUROPHARMA,2018-06-01,32.32,21.6,55.63,80.0,80.0,,100.0,0.0,,55.67,75.0,22.96,75.0,46.45,53.72,-0.154,True,False,False
4265,AVANTIFEED,2018-06-01,83.81,51.37,100.0,,50.0,,100.0,89.86,,50.38,100.0,85.04,75.0,54.6,76.37,-0.0137,True,False,False
4359,AXISBANK,2018-06-01,0.0,,0.0,,50.0,,100.0,,,,23.3,0.0,75.0,53.2,37.69,0.3887,True,False,False
4506,BAJAJ-AUTO,2018-06-01,36.63,10.59,100.0,,50.0,,100.0,0.0,,50.05,100.0,17.58,75.0,52.04,53.81,0.138,True,False,False
4203,BAJAJCON,2018-06-01,96.37,0.89,98.31,,50.0,,100.0,,,49.89,100.0,10.37,75.0,64.96,64.58,-0.449,True,False,False
4239,BAJAJELEC,2018-06-01,12.71,2.32,39.57,,50.0,,100.0,,,58.4,40.5,0.0,75.0,79.53,45.8,-0.3824,True,False,False
4319,BAJAJFINSV,2018-06-01,39.27,85.18,0.0,,50.0,,100.0,8.27,,38.89,41.0,24.26,75.0,69.96,48.35,0.5222,True,False,False
4051,BAJAJHIND,2018-06-01,70.85,17.68,100.0,,50.0,,0.0,,,42.45,16.0,,75.0,22.97,43.88,-0.1224,True,False,False
4327,BAJAJHLDNG,2018-06-01,17.96,0.0,100.0,,50.0,,100.0,34.25,,50.0,20.0,14.06,75.0,68.05,48.12,0.2932,True,False,False
4503,BAJFINANCE,2018-06-01,29.48,,0.0,,50.0,,100.0,30.56,,,52.0,51.2,75.0,78.46,51.86,0.9082,True,False,False
4518,BALKRISIND,2018-06-01,32.04,10.47,90.18,,50.0,,100.0,0.0,,59.43,57.0,23.84,75.0,71.03,51.73,-0.1646,True,False,False
4052,BALLARPUR,2018-06-01,,0.0,59.78,,,,0.0,,,,0.0,,75.0,,26.96,,True,False,False
4186,BALMLAWRIE,2018-06-01,18.79,0.0,85.05,,,,100.0,24.76,,49.79,55.0,4.21,75.0,49.24,46.18,-0.0297,True,False,False
4383,BALRAMCHIN,2018-06-01,66.65,26.58,100.0,,50.0,,75.0,,,64.88,51.0,86.18,75.0,23.84,61.91,1.2113,True,False,False
4338,BANKBARODA,2018-06-01,0.0,,0.0,,50.0,,50.0,,,,0.0,0.0,75.0,38.53,26.69,-0.2377,True,False,False
4486,BANKINDIA,2018-06-01,0.0,,31.28,,50.0,,25.0,,,,0.0,,75.0,33.6,30.7,-0.2254,True,False,False
4242,BASF,2018-06-01,18.92,48.62,88.0,,50.0,,100.0,81.15,,51.6,79.0,14.85,75.0,72.63,61.8,-0.5005,True,False,False
4508,BATAINDIA,2018-06-01,24.29,8.53,88.13,,50.0,,100.0,49.7,,50.0,69.0,1.1,75.0,70.46,53.29,1.1459,True,False,False
4479,BBTC,2018-06-01,14.45,15.39,100.0,,50.0,50.0,100.0,,,53.12,84.0,0.0,75.0,86.06,57.09,-0.2947,True,False,False
4416,BEL,2018-06-01,39.58,27.22,18.35,80.0,50.0,,100.0,,,49.86,68.0,13.63,75.0,36.06,50.7,-0.0442,True,False,False
4216,BEML,2018-06-01,17.78,9.9,88.89,,50.0,,100.0,74.19,,51.29,19.0,100.0,75.0,36.15,56.56,0.2057,True,False,False
4496,BERGEPAINT,2018-06-01,45.32,14.8,100.0,,50.0,,100.0,,,50.69,90.0,30.42,75.0,57.95,61.42,0.7281,True,False,False
